date,number,title,url,desc,guests
2016-02-01,398,Prayer Orgy,http://www.earwolf.com/episode/prayer-orgy/,"A very treasured special guest who shall not be named joins Scott to do some vocal exercises, play a game of “False or True?”, and to talk about departing The Daily Show for her new TBS show Full Frontal with Samantha Bee. Later, entrepreneurs Craig and Ron Bieber of the very famous Bieber family stop by to workshop their commercial jingles.","Samantha Bee, Drew Tarver, Ryan Gaul"
2016-02-04,399,Trump vs. Bernie,http://www.earwolf.com/episode/trump-vs-bernie/,Legendary comedian Gilbert Gottfried shares stories from his early days of doing stand-up at the age of 15 to his days at Saturday Night Live to his stint on Alan Thicke’s late night talk show Thicke of the Night and much more as he joins Scott on a new Comedy Bang! Bang! Gilbert and Scott also chat with Presidential candidates Donald Trump and Bernie Sanders as they stop by during their 2016 Debate Tour of the country. Check out if the Trump Vs. Bernie tour is coming to a city near you @ www.trumpvsbernie.com!,"Gilbert Gottfried, James Adomian, Anthony Atamanuik"
2016-02-08,400,The War on Surfing,http://www.earwolf.com/episode/the-war-on-surfing/,"Heynong Man! Jason Mantzoukas aka J-Dog aka Jeffrey Characterwheaties joins Scott to celebrate the 400th episode of Comedy Bang! Bang! Tune in and turn out to hear Scott & Jason discuss the status of Talkin’ ‘Tang, their love of Hamilton, and The Heynong Man Challenge. We then say “What’s Up?” to our old friend Hot Dog, champion water skiier and aspiring member of Sha Na Na. Hot Dog takes time away from his active war against surfers to hit us with a major bombshell.","Jason Mantzoukas, Andy Daly"
2016-02-15,401,LOVE Is Thicker Than Water,http://www.earwolf.com/episode/love-is-thicker-than-water/,"The co-creator and co-stars of the new Netflix original series LOVE, Paul Rust and Gillian Jacobs return on this week’s Comedy Bang! Bang! They’ll talk all about their new show in full detail (including how many butts we will see), Gillian shares what was appealing about her role as an actress, and Paul brings some fresh New No-Nos. Then, composer and lyricist Alan Thicke of Growing Pains arrives to write a theme song for Paul and Gillian’s show LOVE.","Paul Rust, Gillian Jacobs, Paul F. Tompkins"
2016-02-18,402,Solo Bolo Trolo,http://www.earwolf.com/episode/solo-bolo-trolo/,"The bolo gets trollo’ed once again! Ben Schwartz aka The Elegant Mr. S of House of Pies reunites with Scott for a SOLO BOLO episode of Comedy Bang! Bang! They’ll talk Hamilton, sneakers, and most importantly sing their little hearts out. It’s truly a Trolo Solo Bolo for the ages!Follow @ScottAukerman on Twitter for info on the CBB 2016 LIVE Tour!",Ben Schwartz
2016-02-22,403,"This Ain’t Now, This is Then",http://www.earwolf.com/episode/this-aint-now-this-is-then/,"Our old friend Adam Scott of Farts and Procreation and U Talkin’ U2 To Me? reunites with Scott on this week’s Comedy Bang! Bang! Adam Scott Aukerman catch up and talk about actors being truth tellers, beards, and the one thing Adam is most proud of in his life. Then, entrepreneur Randy Snutz arrives to seek help on settling a beef with the creators of The Lake House. Plus, special podcast guest Tebow Lebow, King of Euro Trash stops by to discuss his new podcast which will exclusively be about his luxurious life.","Adam Scott, Tim Baltz, Dan Ahdoot"
2016-02-29,404,The Timeys Leap Year Celebration,http://www.earwolf.com/episode/the-timeys-leap-year-celebration/,"It’s February 29th and you know what TIME that is! It’s TIME for Maxwell Keeper aka The Time Keeper to join Scott once again on a very special Leap Year Celebration episode of Comedy Bang! Bang! The Time Keeper brings along The Sun Dialer, The Clock Facer, The Watch Maker, The Old Timer, and The Time Master, members of the secret society “The Timeys” for a Bacchanal that you shan’t forget. Tick tock! Tick tock!","Neil Campbell, Jessica Jean Jardine, Ronnie Adrian, Betsy Sodaro, Carl Tart, Tim Kalpakis"
2016-03-03,405,Space Chemistry,http://www.earwolf.com/episode/space-chemistry/,"The dynamic duo Jillian Bell and Charlotte Newhouse of Idiotsitter on Comedy Central join Scott on a new Comedy Bang! Bang! Jillian and Charlotte talk space, Hope Floats, having chemistry while at The Groundlings, and their favorite TV show of all time. Then, Star Wars aficionados Irvin Kershner and Sir Alec Guinness stop by to get the CBB bump for the home release of Star Wars: The Force Awakens and answer all Star Wars related questions.","Jillian Bell, Charlotte Newhouse, Matt Gourley, James Bladon"
2016-03-07,406,Kid Detectives II,http://www.earwolf.com/episode/kid-detectives-ii/,"JJ and Murphy O’Malaman, the Kid Detectives themselves are back with a whole new case they need to solve on this week’s Comedy Bang! Bang! With the help of Scott, they’re gonna do their darndest to solve the case of the missing babies. We’ll also find out more of the O’Malaman twins’ past as we dig deeper to figure out what really happened to their missing mother, why they have a connection to Alaska, and why they need to consult the bones.","Thomas Middleditch, Lauren Lapkus"
2016-03-14,407,Shut the Fuck Door!,http://www.earwolf.com/episode/shut-the-fuck-door/,"The entire cast of Seeso’s Bajillion Dollar Propertie$ joins Scott on this week’s Comedy Bang! Bang! Paul F. Tompkins, Dan Ahdoot, Drew Tarver, Mandell Maughan, Ryan Gaul, Tawny Newsome, and Tim Baltz are in the studio ready to answer the important questions listeners might have about their hometown, comedy training, and height. Later, Olivier & Wiliger Wronge arrive to promote their LAX shoe shining business, Stacey Keeks & Margita Chelco tell us all about their new cookbook, and Felix Heist & Dean Unda pitch an idea that will knock your socks off.","Paul F. Tompkins, Dan Ahdoot, Drew Tarver, Mandell Maughan, Ryan Gaul, Tawny Newsome, Tim Baltz"
2016-03-17,408,LIVE at SXSW 2016,http://www.earwolf.com/episode/live-at-sxsw-2016/,"Intern Gino Lambardo tags along with Scott for a LIVE Comedy Bang! Bang! recorded at Esther’s Follies in Austin, Texas as part of South by Southwest 2016! Ben Schwartz aka The Elegant Mr. S stops by to chat about the greatest deleted scenes in film, the perfect improv suggestion, and math. Then, one of the greatest film actors of our generation, Sylvester Stallone arrives to talk about Creed, what role he would like to portray in an upcoming Star Wars film, and being the originator of Heynong Man. Later, Underworld franchise director Len Wiseman joins in the festivities to screen test Ben with the help of Scott & Gino for his latest vampire film.","Ben Schwartz, Jon Gabrus, Nick Kroll, Paul F. Tompkins"
2016-03-21,409,Man Brats,http://www.earwolf.com/episode/man-brats/,"Tob Handlez is a pilot and Bryce Cripple is formerly of the coast guard. They are also friends and both grown men who suffer the affliction of sporadically and uncontrollably flipping into becoming little brats. On a very special episode of Comedy Bang! Bang!, Tob and Bryce join Scott to put out a call to action for those who may suffer from being a  Man Brat and are here to recruit members for The Man Brats Association of America (MBAA). You don’t have to hide being a Man Brat anymore.","Taran Killam, Paul Brittain"
2016-03-24,UB1,Bonus! The Mysterious Secrets Of Uncle Bertie’s Botanarium – Episode 1,http://www.earwolf.com/episode/bonus-the-mysterious-secrets-of-uncle-berties-botanarium-episode-1/,"Scott Aukerman presents the first episode of Jemaine Clement’s Howl original series The Mysterious Secrets Of Uncle Bertie’s Botanarium. The Mysterious Secrets Of Uncle Bertie’s Botanarium is an epic, richly sound-designed comedy adventure, created by a truly unique trio of writer/director Duncan Sarkies, musician Lawrence Arabia, and artist Stephen Templer. This Howl Original 12-part mini-series stars Jemaine Clement (Flight Of The Conchords) and an ensemble of creative friends from Wellington, New Zealand. Travel back to 1768, when the Fortitude sailed from the famous port of Damprot, the Jewel of the Gravy Isles. The ship, commandeered by Lord Joseph Banks–nephew of the infamous botanist Bertie Banks–was on a mission to find a plant known to be the very source of pleasure in the world: Heaven’s Clover. This is the tale of that fateful journey. To hear the rest of the story, told week-by-week, sign up for Howl Premium today. Use the promo code BERTIE at Howl.fm, and get your first month free.",Jemaine Clement
2016-03-28,410,You Know John Leguizamo,http://www.earwolf.com/episode/you-know-john-leguizamo/,"Jerrod Carmichael, star of NBC’s The Carmichael Show returns on this week’s Comedy Bang! Bang! Jerrod and Scott catch up as they chat about Neighbors 2, the real conversations that The Carmichael Show tackles, and Jerrod’s impressive sense of direction. Then, entrepreneur Angel Coliciwo stops by to tell us all about his new Hollywood Celebrity Tour that eliminates the part of the tour that everyone hates. Later, we hear some of the many fictional languages of which Professor of Linguistics Pam Steensma has created.","Jerrod Carmichael, Joe Wengert, Neil Campbell"
2016-03-31,411,The Phony Marony Show with The Thermals,http://www.earwolf.com/episode/the-phony-marony-show-with-the-thermals/,"The wonderful Portland band The Thermals make their Comedy Bang! Bang! debut! They join Scott and John Lennon to talk about meeting for the first time at a Grateful Dead show, what happened with John not appearing at the Super Bowl, and the meaning behind their new album “We Disappear.” Later, Tony B., a representative of the Italian American Anti-Defamation League stops by to share a list of grievances against the Italian American community. Plus, The Thermals perform a couple of their songs live in the studio!","The Thermals , Mike Hanford, Tim Kalpakis"
2016-04-04,412,Little Whittle Whistle,http://www.earwolf.com/episode/little-whittle-whistle/,"Cameron Esposito of Put Your Hands Together is back along with her new dad and vigilante J.W. Stillwater! We’ll hear about Cameron shooting her new Seeso stand-up special on the day before her wedding and what it’s been like now that Stillwater has been living in Los Angeles with Cameron. Later, everyone performs a seance in order to communicate with J.W.’s deceased father. Will they be able to reach him on the other side? Tune in to find out!","Cameron Esposito, Paul F. Tompkins, Matt Gourley"
2016-04-07,413,Cranking It to Coldplay,http://www.earwolf.com/episode/cranking-it-to-coldplay/,"Tom Scharpling of The Best Show finally returns to Comedy Bang! Bang! to join Scott in a chat about funny performers who get muscular, which kind of montage they would like to live their life in, and whether or not dogs have morality. Then, professional golfer John Daly arrives to tell us all about going head to head against fellow golfer Adam Scott in The Adult Swim Golf Classic, Mel Gibson inventing golf, and what we can expect from the new album he’s working on with Diplo. Grip It and Rip It!","Tom Scharpling, Jon Daly"
2016-04-11,414,Hollywood Handbook Comedy! (Hollywood Edition),http://www.earwolf.com/episode/hollywood-handbook-comedy/,"Sean Clements and Hayes Davenport from Hollywood Handbook join Scott once again to settle their year long feud and merge the best parts of Comedy Bang! Bang! and Hollywood Handbook. They’ll play all the classic CBB games like “Would You Rather?”, “Riddle Me This! (Dragon Edition)”, and “Fart, Mary, Kiss.” Plus, listeners get a special treat as they open the “Teaser Freezer” for a special TV dinner edition in which they take a close look at Heartbeat (formerly Heartbreaker).","Sean Clements, Hayes Davenport"
2016-04-14,415,The Longest Pig Pile,http://www.earwolf.com/episode/the-longest-pig-pile/,"Rob Corddry, Erinn Hayes, and Brian Huskey of Adult Swim’s Childrens Hospital join Scott and intern Gino Lambardo for a very special episode of Comedy Bang! Bang! They look back at their fondest memories of the show as it is coming to an end and pitch possible spin-off shows starring your favorite Childrens Hospital characters. Later, podcast host Gustav Dudamel stops by the studio to tell us about his podcast Drama Shoot! Shoot! in which he invites actors who deal with drama to play characters.","Rob Corddry, Jon Gabrus, Brian Huskey, Erinn Hayes"
2016-04-18,416,Silicone Bralley Poo Crew,http://www.earwolf.com/episode/silicone-bralley-poo-crew/,"Thomas Middleditch, Kumail Nanjiani, and Martin Starr of HBO’s Silicon Valley are back to give us the inside scoop of what we can look forward to in the 3rd season of their show on this week’s Comedy Bang! Bang! They’ll also take some calls from around the world, talk about Kumail’s amazing experience on the set of The X-Files, and tell us about their “Rude Boys” scooter crew. Later, aspiring stand-up comedian Turd Dunkweed arrives to talk about the night Kumail discovered him while performing his act at an open mic at Meltdown Comics.","Thomas Middleditch, Martin Starr, Kumail Nanjiani"
2016-04-25,417,The 3 Year Diet,http://www.earwolf.com/episode/the-3-year-diet/,"Shane Torres, comedian extraordinaire returns now as a New Yorker on this week’s Comedy Bang! Bang! Shane joins Scott to chat about his 5 year plan, moving from Portland to the Big Apple, and the finale to the saga of the other Shane Torres. Then, Tom Petty’s brother Ron Petty appears to answer all and any typical Tom Petty questions. Plus, Dr. Peter Fash, Scott’s own doctor arrives to speak on the perfect diet.","Shane Torres, Tim Baltz, Ryan Gaul"
2016-04-28,418,Paul Reiser and The Apple Tree,http://www.earwolf.com/episode/paul-reiser-apple-tree/,"Comedy legend Paul Reiser of Mad About You and Diner joins the 1st timers club on today’s Comedy Bang! Bang! Paul chats with Scott about getting back into stand-up after a very long hiatus, accidentally getting a role in the film Diner, and the importance of the finale of the ABC sitcom Mad About You. Later, our good friends Victor and Tiny return with news of unlocking the secret to help Victor with his stage fright as well as a brand new song about the apple tree they’ve been living under.","Paul Reiser, Brendon Small"
2016-05-02,419,The 7th Anniversary Show!,http://www.earwolf.com/episode/the-7th-anniversary-show/,"7 years is a wonderful amount of TIME! Scott celebrates 7 years of Comedy Bang! Bang! with Jason “Heynong Man” Mantzoukas, Paul F. Tompkins, and show favorites. We’ll hear from one of the original members of The Beatles, a keeper of time, shoe shiners, and a character with a keen sense of direction. Join us for singing, freestyle rapping, and a surprise phone call!","Jason Mantzoukas, Paul F. Tompkins, Horatio Sanz, Neil Campbell, Mike Hanford, Tim Baltz, Drew Tarver"
2016-05-09,420,Todd Is Too High with Rogue Wave,http://www.earwolf.com/episode/todd-is-too-high-rogue-wave/,"Oakland’s own indie rock band Rogue Wave and professional actor Haley Joel Osment join the 1st timers club on this week’s Comedy Bang! Bang! We’ll hear about Haley’s acting journey as well as live songs by Rogue Wave off of their new album “Delusions of Grand Fur.” (which is confirmed to be a play on the phrase “delusions of grandeur.”) Plus, Scott’s nephew Todd stops by having smoked a little too much of the reefer in celebration for the 420 episode and announces that he wants to become an actor.","Rogue Wave , Haley Joel Osment, Lauren Lapkus"
2016-05-16,421,I Got Your Results,http://www.earwolf.com/episode/i-got-your-results/,"Lady Dynamite star Maria Bamford is back on this week’s Comedy Bang! Bang! Maria and Scott chat about how her new Netflix show Lady Dynamite is loosely based on her having to deal with mental health issues, Hollywood facts, and doing her own stunts. Plus, Hollywood stuntman Brock Stone arrives to tell us how he accidentally fell into being a stuntman.This episode is sponsored by Squarespace, Leesa.com, and Seeso.","Maria Bamford, Will Hines"
2016-05-19,422,The WoodyVerse,http://www.earwolf.com/episode/the-woodyverse/,"Chris Gethard welcomes Scott to the Big Apple on a New York edition of Comedy Bang! Bang! Chris tells us about the evolution of his Earwolf podcast Beautiful Anonymous, the haunted places in New Jersey, the new season of The Chris Gethard Show on Fusion, and being infatuated with Galco’s Soda Pop Stop. Then, legendary filmmakers Woody Allen and George Lucas arrive to talk about the upcoming joint projects they have in development. Plus, entrepreneur Renalda stops by with some unfortunate news for Chris.This episode is sponsored by MVMT Watches, Legal Zoom, and Shudder.","Chris Gethard, Anthony Atamanuik, Connor Ratliff, Shannon O'Neill"
2016-05-23,423,Time Bobby 4,http://www.earwolf.com/episode/time-bobby-4/,"Lord Andrew Lloyd Webber and Scott reunite to chat about all the songs Lloyd Webber wishes he had written, what it’s like to live with him, and his favorite playwright of all time. As they continue their conversation, a faint voice is heard in the room. It is none other than the stabby lil’ orphan boy Fourvel who insists he has changed from his stabby ways. What could have happened to create this “new” Fourvel? Tune in to find out!This episode is sponsored by Squarespace, Black Tux, and Leesa.com.","Bobby Moynihan, Paul F. Tompkins"
2016-05-30,424,Almost Parasites,http://www.earwolf.com/episode/almost-parasites/,"Superstar musician “Weird Al” Yankovic and co-host/one man band leader of the new season of Comedy Bang! Bang! the TV show joins Scott to talk about what it’s like to being back on a set in almost 20 years, his latest World Tour, and the brand new CBB theme remix. Then, businessman Greg Kerns arrives to really paint us a picture of the ins and outs of his business. Later, lifestyle coach Crap Pollo teaches us his expert steps on how to achieve all of our dreams.This episode is sponsored by Dollar Shave Club, Seeso, and Stamps.com","Weird Al Yankovic, Drew Tarver, Kate Berlant"
2016-06-02,425,Sunday Afternoon Taped,http://www.earwolf.com/episode/sunday-afternoon-taped/,Popstar: Never Stop Never Stopping star Andy Samberg is back with Scott and the co-hostess with the mostess Claudia O’Doherty for a rare Comedy Bang! Bang! After Dark episode. Claudia pitches an incident heavy film for Andy right before famous Australian actor R. Schrift pops in to give us a preview of his new drama sketch show Sunday Afternoon Taped. It’s pretty electric.This episode is sponsored by Black Tux.,"Andy Samberg, Claudia O'Doherty, Nick Kroll"
2016-06-06,426,Schwartz & Schwarts,http://www.earwolf.com/episode/schwartz-schwarts/,"Ben Schwartz aka The Elegant Mr. S & Horatio Sanz are back baby! Ben, Horatio, and Scott talk about the finale of House of Lies aka House of Pies, chat with Ben’s family and sing a montage of Billy Joel songs. Plus, Barney Schwarts of the Cleveland Zoo stops by to share some interesting news as well tell us about his new business plan.","Ben Schwartz, Horatio Sanz"
2016-06-13,427,True Russian Facts,http://www.earwolf.com/episode/true-russian-facts/,"Another Period creators Natasha Leggero and Riki Lindhome are back along with singer-songwriter Dan Mangan on this week’s Comedy Bang! Bang! They join Scott to chat about Dads and Grads season, peeing your pants, and how Natasha & Riki spend their leisure time. Later, Russian oligarch Mikhail Titscoffski arrives with news that he has bought Earwolf and has some suggestions on how to improve the show. Plus, Dan will perform songs throughout the episode in honor of his new EP “Unmake.”This episode is sponsored by Travelocity, Leesa, Black Tux, and Seeso.","Natasha Leggero, Riki Lindhome, Dan Mangan, Craig Cackowski"
2016-06-16,428,Get Donk’d,http://www.earwolf.com/episode/get-donkd/,"Rhys Darby of The Flight of The Conchords enters the CBB 1st Timers Club! Rhys tests his movie trivia, plays a game of “Agree or Disagree?”, and acknowledges his immortality. Then, Margie Donk returns to tell us about her new venture to pursue her dream as a writer in Los Angeles. Later, personal trainer Reggie Tote arrives to talk about his specific Hollywood trainer expertise which began with the original Roots series.This episode is sponsored by Ritani, Audible, Legal Zoom, and MVMT Watches.","Rhys Darby, Mary Holland, Londale Theus Jr."
2016-06-20,429,Almost Mandatory,http://www.earwolf.com/episode/almost-mandatory/,"Jason “Hey Nong” Mantzoukas and Thomas “Middle-earth” Middleditch are back on Comedy Bang! Bang! Jason, Thomas, and Scott talk Smash Mouth, a risqué story overheard at the gym, virtual reality gaming, and Montell Jordan. Plus, an amateur barrister by the name of Edmond Carlyle stops by in the middle of his hot case to reveal some of his other hobbies and a possible connection to Scott.This episode is sponsored by Mack Weldon, Leesa Mattresses, Bonobos, Stamps.com, and Black Tux.","Jason Mantzoukas, Thomas Middleditch"
2016-06-27,430,Man Veils,http://www.earwolf.com/episode/man-veils/,"Orphan Black’s Kristian Bruun returns to tell us about what happened on the previous season of the show (without any spoilers), why Canadian money looks so fake, and to play a game of “How Dumb Are You As A Canadian?”. While Kristian and Scott continue their conversation, a little 8-year-old girl by the name of Beth charms her way onto the show on her power wheels. Later, community activist B.Q. stops by to speak on the very serious issue of getting rid of sunscreen.This episode is sponsored by Squarespace, Wiener-Dog from IFC Films, and Stela.","Kristian Bruun, Jessica McKenna, Zeke Nicholson"
2016-06-30,431,Ghost Pets Are Liars,http://www.earwolf.com/episode/ghost-pets-are-liars/,"Brett Gelman was previously banned on the show but Scott has since lifted the ban on his old friend in order for him to tell us about his new Adult Swim special “Brett Gelman’s Dinner in America.” However, Brett seems as though he has something else on his mind that he needs to share about his dear friend. Later, pet medium Chris Dante arrives to communicate with Brett and Scott’s ghost pets. Finally, travel consultant Ydeda Elaine Brown stops by to give everyone some much needed travel tips.This episode is sponsored by Wiener-Dog from IFC Films, Leesa.com, SeatGeek, Bonobos, and Stela.","Brett Gelman, Mike O'Brien, Tawny Newsome"
2016-07-04,432,Dana Carvey’s Micro-Impressions,http://www.earwolf.com/episode/dana-carvey-micro-impressions/,"Comedy legend Dana Carvey (Secret Life of Pets, Saturday Night Live) joins the Comedy Bang! Bang! First Timers Club! Dana takes us through a myriad of micro-impressions before meeting HP-DP-69B (the Hewlett-Packard Sex Robot) aka Little Button Puss. Plus, a 7-year-old who calls himself Little Dammit Man wanders into the studio to join in on the fun.This episode is sponsored by Avion Tequila, Spotify, Wiener-Dog from IFC Films, and Now Hear This Podcast Festival.","Dana Carvey, John Gemberling, Drew Tarver"
2016-07-11,433,Government Pizza,http://www.earwolf.com/episode/government-pizza/,"Comedian extraordinaire Aparna Nancherla joins Scott on this week’s Comedy Bang! Bang! to talk about the last letter she wrote, how would she revise the government if she could change any law, and  some of the topics she covers on her new stand-up album “Just Putting Out There.” Then, amateur sports critic Ming arrives to tell us about his favorite sports and songs from The Cranberries. Finally, financial advisor Doug Gropes hastily advises Scott on how to prepare for his retirement.This episode is sponsored by HBO’s Vice Principals, Stamps.com, Leesa.com, Sweet As Honey by Jennifer Beckstrand, and Now Hear This Podcast Festival.","Aparna Nancherla, Jeremy Rowley, Ryan Gaul"
2016-07-14,434,Doubt About That,http://www.earwolf.com/episode/doubt-about-that/,"Professional comedian Brent Weinbach returns to Comedy Bang! Bang! to talk about some of his OCD behavior,  his new Mind Jack video series on SuperDeluxe, and a couple of new slang words and phrases he invented to help the show be relevant to youth culture. Later, our old friends Victor, Tiny, and (unfortunately) Willy are back to tell us about getting into doing more voice work. Finally, makeup artist for the dead Patty Pecker stops by for the first time with a very special friend.This episode is sponsored by Soylent (http://www.soylent.com/bangbang), Comic Con, Legal Zoom, and Magoosh.","Brent Weinbach, Brendon Small, Erin Whitehead"
2016-07-18,435,Jim Gaffigan Says No,http://www.earwolf.com/episode/jim-gaffigan-says-no/,"Comedian extraordinaire Jim Gaffigan joins the prestigious Comedy Bang! Bang! 1st Timers Club! Jim and Scott chat about why strawberries suck, having his real family be in TV car commercials, and what he wants the world to know about his TV Land show “The Jim Gaffigan Show.” Later, our old friend Tito Ben returns from the Eagle Rock plaza to update us on his Filipino Blockbuster business and to pitch movies starring himself and Jim. Plus, fugitive Matt Knight arrives to confess what has been keeping him on the run for over 20 years.This episode is sponsored by Spotify, Magoosh, Leesa.com, and Comic Con HQ.","Jim Gaffigan, Eugene Cordero, Will Hines"
2016-07-25,436,Rich Mind Vain,http://www.earwolf.com/episode/rich-mind-vain/,"Sean Clements of Hollywood Handbook is back on this week’s Comedy Bang! Bang! to speak on his love of reading lyrics, his thoughts on Melania Trump, and what it would sound like if his character Tervis were to have made an appearance on the show. Later, Sean leaves and proud citizen Rich Mind Vain arrives along with great Hollywood actor Nick Nolte who is doing press for Suicide Squad. Finally, Angelica Trashmouth stops by in complete awe as she shares her feelings on visiting the city for the first time.","Sean Clements, Chris Tallman, Eliza Skinner"
2016-08-01,437,Fart Face Fuckers 2,http://www.earwolf.com/episode/fart-face-fuckers-2/,"Comedian and filmmaker Mike Birbiglia returns along with improvisers Horatio Sanz and Mary Holland to talk about his latest film “Don’t Think Twice,” a film about a fictional New York improv group dealing with one of its members getting an audition for a Saturday Night Live type show. Later, swimming educator Lisa Taco arrives to tell us about her competitive swimming program for toddlers, young kids, and teens. Plus, Dr. Phil’s half-brother Dr. Bill Phil stops by to explain why the government has given him a robo-beard.This episode is sponsored by Squarespace, Dollar Shave Club, Stamps.com, and Magoosh.","Mike Birbiglia, Horatio Sanz, Mary Holland"
2016-08-08,438,Hair Take It,http://www.earwolf.com/episode/hair-take-it/,"Cameron Esposito and Rhea Butcher of Put Your Hands Together join Scott to talk about the Olympics, baseball, and their brand new Seeso original show “Take My Wife.” Later, Al A. Peterson aka The Smooth Criminal stops by the studio for the first time to recall a story about a very special dinner and to tell us about his foundation for all who need hair called “Hair Take It.”This episode is sponsored by Squarespace, Spotify, and Leesa.com.","Cameron Esposito, Rhea Butcher, Paul F. Tompkins"
2016-08-11,439,It’s Great (An Improv Team),http://www.earwolf.com/episode/its-great/,"Fine fellows Adam Pally and Nick Kroll of the new film Joshy join Scott once again on today’s Comedy Bang! Bang! They’ll talk about what it was like working on the film together, all the exciting upcoming projects they have in the can, and perform a couple of improvised scenes to showcase their new improv teams. Later, Scott’s weed dealer Bro arrives to make a delivery and we learn more about Bro’s past. It’s an episode that will probably give you a heady high.This episode is sponsored by Mack Weldon, Magoosh, and the Now Hear This Podcast Festival.","Adam Pally, Nick Kroll"
2016-08-15,440,Pop-TarTender,http://www.earwolf.com/episode/pop-tartender/,"One of our favorite guests, Todd Glass of The Todd Glass Show is back to join Scott and intern Gino Lambardo on today’s Comedy Bang! Bang! They’ll chat about party rules, the perfect ice-cream/Pop-Tart snack, and why drummers make everything better. Later, the guys get political as they talk to an undecided voter by the name of LaMary. Who will they vote for in the upcoming election? Tune in to find out!This episode is sponsored by Spotify, Leesa.com, and Legal Zoom.","Todd Glass, Jon Gabrus, Matt Besser"
2016-08-22,441,Your Cousin Marvin,http://www.earwolf.com/episode/your-cousin-marvin/,"Jason “Heynong Man” Mantzoukas joins Scott once again to talk about beating the heat, famous snakes, and worst jobs on this week’s Comedy Bang! Bang! Later, educator and fry cook Marvin Phelps stops by to tell us how he could have been a champion swimmer like his cousin. Plus, Larry the Loner arrives to spread the word of the loner lifestyle and share some of the deep thoughts he’s had so all listeners can enjoy.This episode is sponsored by Soylent (http://www.soylent.com/bangbang), Draftkings, Blue Apron, and Stamps.com.","Jason Mantzoukas, Carl Tart, Neil Campbell"
2016-08-29,442,Atlantis Dire Warning,http://www.earwolf.com/episode/atlantis-dire-warning/,"Our old friend Ming joins Scott as the co-host of this week’s Comedy Bang! Bang! Scott and Ming catch up as they chat about Ming’s background, the history of the amber alert, and some jokes Ming has thought of in his spare time. Then, a new guest by the name of Neptuna arrives all the way from the lost city of Atlantis with a dire warning for humanity. Later, Dalton Wilcox, the self-proclaimed “Poet Laureate of the West” returns with a new poem for listeners to add to his book You Must Buy Your Wife at Least as Much Jewelry as You Buy Your Horse and Other Poems and Observations, Humorous and Otherwise, from a Life on the Range.Come see us at the Now Hear This podcast festival: nowhearthisfest.comThis episode is sponsored by Seeso, Draftkings, and Leesa.com.","Andy Daly, Jeremy Rowley"
2016-09-05,443,This Is Your Boy Troy,http://www.earwolf.com/episode/this-is-your-boy-troy/,"Scott and Scott are reunited as Adam Scott of U Talkin’ U2 To Me? fame returns to this week’s Comedy Bang! Bang! Adam Scott Aukerman chat about Adam’s graduation from mime school, Chris Kelly’s new film Other People, and for a new episode of Getting Real. Then, entertainer Jack Sparks arrives to show us why they call him the King of the 2nd Act. Plus, a politician who calls themselves This Is Your Boy Troy stops by to talk about the platform they will be running on.Come see us at the Now Hear This podcast festival: nowhearthisfest.comThis episode is sponsored by Squarespace and Draftkings.","Adam Scott, Will Hines, Jessica McKenna"
2016-09-12,444,Mind Your Please and Questions,http://www.earwolf.com/episode/mind-your-please-and-questions/,"Two Comedy Bang! Bang! favorites Tig Notaro and John Lennon are back on the show and they both have new exciting projects! Tig tells us all about her new Amazon series “One Mississippi”, John tells us about his new Howl series “Questions for Lennon”, and Scott tells us about having an ostrich attack him. Later, the gang gets some great etiquette advice from very special guest Mr. Manners. You are welcome!This episode is sponsored by Squarespace, Stamps.com, and Draftkings.","Tig Notaro, Mike Hanford, Drew Tarver"
2016-09-15,445,Sully Goose,http://www.earwolf.com/episode/sully-goose/,"Comedian extraordinaire Michelle Biloon joins Scott in-studio for a bonus Comedy Bang! Bang! After looking through Michell’s Kindle, they welcome American Hero Captain Chesley “Sully” Sullenberger to speak on his hatred of geese, his favorite mode of transportation, and what he thought of Academy Award winner Tom Hanks’ portrayal of him in the new film “Sully.”Come see us at the Now Hear This podcast festival: nowhearthisfest.comThis episode is sponsored by Audible, Wealthfront Veritone, and Thursday Boot Company.","Michelle Biloon, Paul F. Tompkins"
2016-09-19,446,Scrounging and Lounging,http://www.earwolf.com/episode/scrounging-and-lounging/,"Returning CBB champs Tatiana Maslany and Kristian Bruun of Orphan Black join Scott to chat about the times they broke their foot, the process of crying on camera, and exclusive monologues that will appear on their show. Then, Janice Cramps stops by to tell us all about her new pregnancy. Finally, children’s entertainer Big Chunky Bubbles makes his way into the studio for the first time to tell us about how he’s trying to branch out of entertaining children.This episode is sponsored by HBO’s High Maintenance, Jack Threads, Leesa, and Legal Zoom.","Tatiana Maslany, Kristian Bruun, Mary Holland, Paul F. Tompkins"
2016-09-26,447,These Are the Worst,http://www.earwolf.com/episode/these-are-the-worst/,"Aya Cash and Kether Donohue of FXX’s You’re the Worst are part of the CBB First-Timers Club! Aya, Kether, Scott, and this week’s co-host Bone Queef chat about their real names sounding fake, why Bing should replace Google as the go to search engine, and the new season of You’re the Worst. Later, a new guest by the name of Daniel arrives to talk about a previous time they’ve met Scott and their interest in getting into VR.This episode is brought to you by Squarespace, Blunt Talk on STARZ, and Leesa.com.","Aya Cash, Kether Donohue, Zeke Nicholson, Kate Berlant"
